chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,origin_sample,LABEL
0.34409565,0.038653072,1289.293875,1269.681959,2284.477095,0.067094283,-346.9341,157.30994,-43.153774,18.692156,-1.4666871,1.5034457,-7.360895,-30.082478,-20.324627,-9.8270235,-13.972243,-10.690472,-12.182858,-17.052511,-14.489841,-11.386691,-11.380956,-6.3918834,-5.264172,-2.8975027,extracted_segment_biden,NEW
0.23781238,0.054014016,1115.728322,1322.127658,2181.949685,0.04144842,-326.82635,145.61407,-27.251451,51.259842,4.3859754,-4.8743954,-12.447928,-21.967842,-20.123106,-14.741334,-16.360563,-15.426299,-16.046278,-19.045973,-13.709302,-9.497295,-14.680323,-8.888106,-0.8426233,-1.4755355,extracted_segment_biden,NEW
0.43611404,0.022794407,1278.229197,1294.154976,2268.082497,0.067038796,-396.9014,142.17297,-28.15998,19.711445,6.933779,-3.8056338,-8.527596,-16.740004,-14.447257,-8.113663,-8.171325,-7.9973645,-9.385011,-13.998015,-14.061733,-10.59901,-10.293784,-9.892615,-3.1188836,-1.022919,extracted_segment_biden,NEW
0.47973332,0.024815029,1598.315587,1421.091416,2893.279474,0.097423207,-359.3563,131.36685,-52.077976,22.626884,-0.02510022,-5.937794,-12.7120695,-17.23835,-21.189957,-12.831592,-6.064834,-9.032259,-10.839328,-5.631516,-10.598983,-10.7016,-10.840377,-11.647183,-5.2057137,-6.393165,extracted_segment_biden,NEW
0.35887197,0.039054237,1471.985561,1317.002532,2529.417281,0.089222301,-317.12643,144.9836,-40.778576,34.82615,-10.45351,3.0624282,-13.181426,-27.07846,-26.340351,-11.726417,-19.549744,-12.232131,-15.055719,-13.869128,-6.6557603,-6.9079957,-13.308817,-10.369581,-4.7772655,-3.5267563,extracted_segment_biden,NEW
0.28816026,0.045647193,883.8092843,1073.289685,1514.909779,0.040249911,-351.05264,175.07394,-28.501026,24.973907,5.04812,-7.322099,-6.8397183,-21.196358,-16.638748,-18.898262,-15.708901,-14.109124,-17.907362,-13.339957,-13.901521,-11.856075,-9.594692,-4.4619102,-4.8076224,-2.027734,extracted_segment_biden,NEW
0.43580797,0.020618893,2093.589209,1657.439911,3556.893643,0.140514027,-354.81818,96.81275,-31.757586,46.2592,-17.094458,0.3289119,-4.657848,-19.358469,-15.250131,-6.532044,-9.459449,-14.789634,-11.555019,-14.521705,-13.475189,-6.667606,-14.71218,-11.64602,-5.2865105,-1.7338252,extracted_segment_biden,NEW
0.45861334,0.022329643,1435.273844,1444.687658,2697.033691,0.075106534,-366.46774,149.66966,-38.187874,26.971544,-9.553746,-5.13188,-14.931065,-17.700447,-16.52874,-11.721475,-3.264881,-10.121232,-13.26944,-13.091498,-8.321808,-7.189725,-15.881769,-12.539719,-6.2621017,-1.930814,extracted_segment_biden,NEW
0.47648054,0.029417925,2043.812204,1495.058827,3347.923695,0.146473278,-343.71896,110.61811,-45.593758,35.738388,-12.930448,-3.9324784,-11.852808,-20.402386,-17.347939,-8.461255,-14.020025,-7.6466236,-12.125299,-12.967905,-14.309129,-9.131297,-12.113711,-9.918129,-5.3125196,-5.189783,extracted_segment_biden,NEW
0.5475586,0.00659855,1594.630757,1609.662164,3079.492742,0.08342951,-420.69745,138.44574,-44.569275,38.18363,-11.397889,-0.42287844,-12.044857,-11.829187,-12.804317,-11.11432,-12.489664,-11.122878,-7.045334,-9.644273,-14.106125,-12.222174,-13.921231,-6.9137254,-6.5495605,-4.281089,extracted_segment_biden,NEW
0.37729776,0.037188016,1406.736783,1344.62014,2552.173961,0.080011541,-345.85318,140.59903,-40.44524,28.221186,-4.478934,-1.0601679,-5.441741,-24.440413,-22.84003,-16.124306,-14.023583,-11.671212,-10.938824,-9.893896,-9.289507,-5.707396,-6.024338,-6.523523,-3.6271286,-4.2114244,extracted_segment_biden,NEW
0.26081693,0.046072472,976.3178278,1051.347778,1578.775302,0.049693714,-339.3,184.47601,-33.383656,12.324192,-4.8129983,-7.645901,-12.941892,-27.243553,-20.006365,-13.468274,-18.465933,-11.28532,-8.852602,-7.7095017,-13.3094845,-11.22123,-6.889507,-9.786076,-11.235998,-6.201035,extracted_segment_biden,NEW
0.32493904,0.040079854,1085.897314,1221.587748,1916.699774,0.049627131,-324.62317,165.8288,-38.966183,32.34199,-4.5374393,-5.1269183,-13.040024,-12.479154,-16.138124,-17.091341,-11.893344,-12.178161,-12.254523,-14.029486,-14.946667,-10.0306015,-13.593781,-10.041221,-4.125401,-1.0915086,extracted_segment_biden,NEW
0.40660614,0.014338696,1224.670148,1392.220614,2285.700573,0.059281783,-401.08215,159.10855,-36.016247,18.919321,-7.4407425,-4.0631976,-9.272215,-12.406458,-13.18981,-17.88345,-10.18595,-8.727797,-12.607803,-14.15423,-14.951618,-7.9570484,-10.060456,-9.629081,-6.15953,-5.680592,extracted_segment_biden,NEW
0.43314976,0.02115864,1618.380259,1531.984067,3015.382524,0.086081765,-350.1795,131.0888,-48.865414,48.405468,7.5860906,-2.7321146,-19.003384,-15.559747,-18.781168,-6.721054,-12.684162,-19.260735,-12.134052,-11.636993,-16.78249,-12.08577,-11.379071,-6.972021,-7.0272245,-3.817219,extracted_segment_biden,NEW
0.33893004,0.045664195,1166.260581,1259.668388,2059.60194,0.060091886,-329.4475,159.43799,-30.38003,33.571762,-15.276095,-2.224076,-1.0860025,-23.269732,-24.286413,-13.096319,-15.740635,-17.960829,-17.557436,-14.875024,-17.3645,-10.439739,-6.6961684,-7.7826505,-6.1193004,-0.58538294,extracted_segment_biden,NEW
0.4426557,0.018443061,1244.025088,1335.398675,2369.38643,0.060491388,-374.67715,161.76782,-47.879704,30.601595,11.910674,2.3959944,-16.174942,-27.033598,-18.566277,-9.582847,-9.424987,-12.346945,-8.3724985,-11.054666,-12.67774,-5.6547775,-13.432449,-9.381977,-3.4361076,-2.6015463,extracted_segment_biden,NEW
0.45450836,0.021617336,1413.45682,1475.694183,2790.507369,0.067848899,-391.907,135.49487,-39.586536,19.977247,0.9157879,-16.670586,-4.5785875,-19.210299,-19.32866,-10.412917,-15.556133,-8.51459,-10.016543,-14.000616,-12.628408,-12.880822,-11.771801,-9.900876,-5.455256,-3.6171868,extracted_segment_biden,NEW
0.33553562,0.05064757,1043.051523,1109.944956,1869.71824,0.055153587,-321.76373,171.7503,-35.398487,26.134478,2.51322,-2.8961344,-16.187716,-28.644274,-24.0464,-12.6619625,-20.204975,-13.143918,-10.67104,-16.419537,-10.321044,-5.6161942,-7.4224973,-12.809162,-8.569248,-5.2171307,extracted_segment_biden,NEW
0.48679432,0.016590713,1745.608164,1527.24184,3227.533514,0.103304776,-364.37433,127.105446,-57.431557,38.954185,-4.8393908,-2.8082697,-16.170229,-19.283735,-15.391882,-10.090705,-12.160455,-16.091106,-12.142539,-11.774795,-12.662634,-10.131176,-8.187308,-9.861846,-6.572079,-4.2087903,extracted_segment_biden,NEW
0.30559385,0.04451801,1164.450311,1286.996642,2327.788197,0.047962536,-331.78983,156.63702,-51.262527,46.935837,13.997525,-6.0382323,-11.449709,-22.908556,-21.115929,-18.016258,-19.457863,-14.677291,-11.29432,-14.252458,-12.362244,-10.262574,-7.901336,-8.001632,-10.532592,-2.6708376,extracted_segment_biden,NEW
0.4392506,0.022441875,1450.855852,1458.77362,2720.524458,0.06180087,-376.7957,144.19542,-44.888412,26.128395,0.5864055,-2.5887218,-10.6116495,-20.82762,-11.595888,-8.736205,-10.135385,-12.286117,-12.98739,-15.759851,-18.288124,-14.657141,-9.048792,-10.785568,-8.291221,-2.1079009,extracted_segment_biden,NEW
0.4080795,0.03551397,1374.063518,1286.071027,2483.90392,0.077325994,-340.1449,154.21007,-61.35941,24.873768,3.313556,-16.05342,-8.31711,-22.778046,-16.95997,-7.648421,-8.324684,-13.565979,-17.207655,-18.149202,-12.627074,-7.705348,-12.436942,-6.4861484,-1.426599,-4.242871,extracted_segment_biden,NEW
0.31442383,0.031450223,1240.378968,1287.833028,2250.464422,0.059337269,-344.32108,156.11458,-41.74293,30.031628,8.321486,-6.3180113,-14.257343,-19.589521,-25.417164,-18.38477,-8.723025,-8.384728,-11.848389,-13.341049,-15.479914,-8.099906,-9.86176,-13.937855,-7.4612913,-3.7519934,extracted_segment_biden,NEW
0.30323172,0.04198315,1246.797928,1264.399784,2232.356956,0.057239879,-313.91974,160.56662,-51.04852,30.253492,8.755249,-6.1270604,-18.235682,-26.161177,-22.113447,-10.823754,-10.782388,-10.357837,-11.827581,-16.204908,-12.819626,-9.540423,-10.37654,-8.7200165,-8.676177,-2.0994759,extracted_segment_biden,NEW
0.55983293,0.003047329,1496.323794,1553.056551,2947.601873,0.078890714,-464.36136,152.24751,-49.742794,28.507685,-13.546281,-1.1891652,-10.7156,-11.464165,-18.56632,-8.958047,-8.860673,-8.432615,-7.6637588,-7.0067687,-15.890644,-8.160534,-12.013376,-9.426746,-9.746557,-4.466669,extracted_segment_biden,NEW
0.3028697,0.050576244,1432.860182,1525.521379,2954.698042,0.063465465,-295.8811,134.38495,-44.184116,57.706253,4.841686,-4.011867,-26.248884,-21.853182,-20.681776,-15.701563,-15.459262,-13.246381,-18.208076,-12.988611,-9.455682,-9.319618,-14.806497,-8.481864,-2.117998,-5.78017,extracted_segment_biden,NEW
0.277813,0.047098327,1253.950848,1255.670589,2287.168746,0.060213956,-324.4094,148.28008,-36.694466,41.58512,7.9499874,4.948915,-15.272785,-24.69648,-24.169289,-14.235012,-13.27604,-14.866361,-16.666409,-15.759186,-12.043879,-9.004516,-12.7009735,-11.504978,-0.11555933,-1.4182324,extracted_segment_biden,NEW
0.36012286,0.03431078,1139.847318,1284.630455,2225.505482,0.04407848,-354.84998,163.76917,-45.973526,31.343664,2.9827902,-7.482973,-10.058003,-21.512375,-19.456676,-14.171201,-9.834624,-11.393157,-16.529167,-16.33334,-13.970572,-10.458909,-14.455544,-7.0218806,-3.4092324,-5.449578,extracted_segment_biden,NEW
0.40041128,0.02574689,1257.850718,1405.555404,2499.319735,0.057217685,-381.16525,145.31133,-40.024147,28.624395,12.3953285,-6.938031,-10.4592705,-23.204775,-11.782418,-9.0408945,-16.39928,-17.880184,-12.159714,-14.677352,-17.365362,-13.307529,-11.053892,-7.769586,-6.7925215,-4.3982973,extracted_segment_biden,NEW
0.3819898,0.025015712,1431.284302,1397.681093,2652.009721,0.079345703,-379.265,133.19289,-50.068497,29.87213,12.018548,-12.688621,-12.73823,-19.8896,-18.143349,-10.30771,-13.712281,-18.22961,-11.687442,-13.994202,-10.514315,-4.90171,-12.705987,-5.051581,-0.9377293,-6.4072933,extracted_segment_biden,NEW
0.27317375,0.05415094,1462.174233,1324.156433,2616.528875,0.075850053,-315.89612,136.1156,-40.28272,50.769398,1.0721511,-6.1578975,-13.754199,-21.371874,-19.391287,-15.93547,-26.706188,-15.999798,-17.803791,-17.284142,-9.2447605,-8.517167,-11.088873,-5.0516796,-4.4739485,-4.6771803,extracted_segment_biden,NEW
0.2853926,0.05116409,1671.162392,1365.708288,2995.562189,0.089832653,-302.12967,114.900154,-59.118725,65.99276,6.140509,-8.298282,-23.696356,-14.27239,-11.163886,-18.76775,-20.513329,-16.919554,-17.780674,-15.232,-14.367347,-8.640037,-9.13261,-4.9825,1.1770551,-0.28961197,extracted_segment_biden,NEW
0.36847815,0.03269807,1277.992233,1354.065473,2387.738592,0.058948864,-340.3139,156.272,-44.93417,34.093422,3.844385,-7.78402,-15.346314,-22.021599,-15.791532,-14.327597,-19.43405,-9.798526,-7.2143755,-12.726752,-13.89407,-9.873816,-11.244931,-8.390124,-8.083477,-5.371438,extracted_segment_biden,NEW
0.34418297,0.035945434,1542.980629,1311.245365,2677.458052,0.090065696,-309.78317,135.9824,-60.515244,39.173405,8.968361,-5.2964687,-21.802479,-19.104712,-16.195585,-17.553617,-17.289518,-10.018549,-6.5915685,-8.552655,-10.631204,-7.9937406,-12.968149,-7.584544,-9.459604,-4.593928,extracted_segment_biden,NEW
0.43641028,0.028266024,1388.683243,1362.885856,2634.14695,0.077903054,-363.0177,145.78107,-53.600468,32.46294,12.53985,-10.417353,-10.274177,-23.788208,-18.78944,-13.6109705,-15.230298,-15.000406,-7.9908276,-11.494366,-10.5973215,-3.7067854,-11.370209,-10.710819,-5.676021,-4.8539195,extracted_segment_biden,NEW
0.31126273,0.047690805,1568.251621,1316.821192,2674.032315,0.092618075,-296.81,135.52379,-51.657314,47.60234,3.016147,-0.12117334,-11.718112,-26.595491,-22.905525,-13.042019,-28.670141,-16.414804,-8.85926,-13.128031,-9.951461,-9.295213,-9.808465,-7.1485333,-7.2087765,-2.9180613,extracted_segment_biden,NEW
0.43992886,0.034896787,1733.830875,1459.767017,3078.758656,0.106911399,-303.47867,134.52115,-57.24806,43.733635,-8.827032,-4.149266,-15.265509,-28.768425,-26.303255,-6.815096,-16.126814,-12.275241,-12.636951,-14.764364,-7.9066844,-7.909648,-11.508211,-7.7904224,-4.3736024,-3.2689283,extracted_segment_biden,NEW
0.3495414,0.046227172,1865.087118,1544.454425,3348.16839,0.112415661,-278.659,123.240776,-47.930454,62.953506,-7.9854107,1.4821808,-15.710194,-28.29399,-26.317078,-6.59069,-28.575895,-12.527782,-12.655377,-17.07086,-8.6465435,-6.182703,-17.21714,-5.3609943,-1.7130736,-4.3342853,extracted_segment_biden,NEW
0.3493852,0.03435061,1326.52885,1296.315606,2344.182795,0.07060103,-342.00128,157.19789,-36.301304,29.952057,-11.702478,-10.334578,-5.511464,-22.96128,-20.830042,-16.37518,-11.301331,-8.381334,-8.901008,-9.3394375,-8.589429,-7.590665,-11.006832,-12.968814,-9.477218,-4.4628263,extracted_segment_biden,NEW
0.39361265,0.028700585,1563.535795,1488.782514,2994.338712,0.075095437,-349.3145,133.47827,-51.717773,50.16176,3.5190644,-10.355099,-11.397813,-22.703245,-15.168342,-10.22425,-15.241834,-16.152739,-11.097755,-13.794485,-13.3981905,-11.891016,-16.862135,-8.826782,-3.5543532,-6.239244,extracted_segment_biden,NEW
0.47799072,0.0302238,1493.445883,1330.050786,2578.601074,0.099742543,-333.9625,144.89935,-58.40054,25.797577,-5.402286,-6.5709352,-7.82978,-19.536846,-17.764702,-16.164227,-16.709915,-12.4667425,-10.417985,-11.873999,-9.418992,-7.983809,-9.149116,-10.8848715,-8.06272,-7.780676,extracted_segment_biden,NEW
0.26692218,0.040760778,1079.503113,1266.712976,2070.613237,0.044322621,-340.67102,162.28944,-37.756836,37.55118,9.868107,-4.792416,-13.863782,-21.393711,-22.258665,-17.521177,-17.007189,-16.04317,-11.007508,-11.247605,-12.377906,-6.7421184,-12.9253025,-10.807639,-6.70892,-3.638179,extracted_segment_biden,NEW
0.26305714,0.043457452,1029.248167,1117.362757,1803.895153,0.050004439,-330.9252,185.71156,-40.59791,10.660084,-1.4060482,1.1283834,-9.754521,-24.264093,-25.467876,-22.245625,-12.32901,-5.7644506,-6.6615586,-7.233815,-12.381367,-10.594847,-10.719029,-12.8706,-11.642727,-6.0804396,extracted_segment_biden,NEW
0.4344921,0.022340825,1515.821737,1338.704117,2621.178089,0.09485973,-351.752,155.45503,-56.90539,18.70463,-16.90502,-6.2359233,-4.545467,-17.738008,-15.324762,-13.611524,-7.1198545,-7.607982,-9.929021,-11.656469,-12.923936,-8.442067,-16.258389,-11.1433325,-7.353015,-6.9834704,extracted_segment_biden,NEW
0.3294306,0.04817387,1357.951324,1388.893116,2615.305398,0.065152255,-337.1125,136.95085,-36.186684,53.656384,14.1293955,-7.976919,-13.806681,-21.779495,-19.54427,-14.90506,-19.442,-14.090472,-15.060053,-10.018142,-6.9965577,-9.601845,-11.865628,-7.0843663,-4.3728504,-1.8784565,extracted_segment_biden,NEW
0.30407757,0.035256613,1318.535798,1411.295209,2481.212269,0.0612682,-346.4135,132.50233,-25.777952,50.649025,6.9448137,-3.7590456,-13.050263,-19.866756,-18.574083,-17.18176,-17.891016,-10.222268,-13.258438,-15.051233,-13.673514,-8.663895,-14.999777,-11.402065,-4.6536884,-8.312849,extracted_segment_biden,NEW
0.24164188,0.039389897,1231.330402,1317.494555,2243.612948,0.062577681,-348.3734,150.43898,-30.087286,38.07355,-1.6370944,-1.4632806,-7.2408066,-12.717539,-17.41998,-17.17388,-14.490405,-8.950237,-11.303254,-13.880368,-15.788168,-10.818612,-12.44144,-12.047517,-8.44474,-2.8812654,extracted_segment_biden,NEW
0.35731962,0.036251906,1783.327222,1466.110889,3122.559149,0.117165305,-306.349,124.84354,-49.2927,56.8615,-8.182976,-2.400818,-14.646473,-30.929533,-21.774433,-6.05694,-19.042492,-11.943577,-14.001945,-12.422936,-9.281365,-8.862327,-13.594503,-12.36271,-6.161346,-4.1766644,extracted_segment_biden,NEW
0.55004126,0.011975304,1528.95366,1453.600538,2777.293812,0.092151989,-405.8866,145.45045,-50.832016,28.097328,-17.056898,-9.787775,-13.545111,-15.677442,-11.634333,-14.962879,-7.843808,-10.221016,-10.214769,-12.165587,-10.436057,-10.018266,-10.418623,-11.029164,-9.126618,-10.258118,extracted_segment_biden,NEW
0.21113986,0.05593786,886.7965086,1090.881857,1639.459783,0.034790039,-350.95624,168.7565,-29.113573,32.367012,8.400472,-11.659152,-13.834652,-26.005604,-14.7872925,-15.964652,-18.766603,-11.87606,-15.95517,-9.827012,-7.9324737,-14.695805,-8.895835,-5.703231,-7.606602,-2.3520525,extracted_segment_biden,NEW
0.5422983,0.008617168,1689.7816,1568.603914,3081.450306,0.102527965,-409.9434,131.96666,-52.32179,41.96848,-4.1529245,-1.4740468,-10.038399,-14.284295,-16.891632,-6.526633,-10.65146,-13.975586,-11.320465,-10.825214,-13.262515,-7.2903934,-12.576621,-11.982099,-3.2959116,-2.4366095,extracted_segment_biden,NEW
0.31125137,0.045352522,1407.315829,1210.561441,2425.666393,0.079989347,-325.78717,144.99808,-44.1182,27.946108,6.032114,2.2887099,-13.799073,-30.669783,-22.769567,-11.730697,-20.908537,-13.825021,-13.152164,-8.757206,-8.121848,-10.378752,-8.6620035,-6.3501453,-6.6076584,-2.971068,extracted_segment_biden,NEW
0.39487365,0.029291779,2008.191296,1492.733969,3375.574285,0.13659668,-331.63693,113.93874,-47.744762,44.396824,-16.32546,3.6979704,-12.759289,-27.99027,-17.390417,-8.811086,-19.16695,-11.139519,-14.156164,-12.111273,-8.405812,-4.376641,-12.360452,-10.539987,-5.646053,-3.0985382,extracted_segment_biden,NEW
0.34852836,0.033853784,1375.524929,1323.438172,2487.574352,0.069269354,-344.8556,150.96994,-49.243225,34.29357,9.170882,-1.450146,-14.959156,-21.83064,-13.056802,-13.31915,-18.528677,-19.131767,-12.321805,-13.739557,-12.810472,-11.101287,-11.157778,-6.2434673,-5.5293746,-2.2309554,extracted_segment_biden,NEW
0.3979042,0.03262923,1456.746742,1359.312378,2469.956277,0.09568093,-332.01453,147.97374,-50.274437,27.653057,5.287195,-6.7525096,-11.261853,-18.243456,-23.67523,-12.547269,-12.086002,-17.26871,-13.336309,-12.410483,-14.129068,-4.85735,-4.774477,-10.128404,-6.7242703,-2.6977327,extracted_segment_biden,NEW
